Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Company name
Honda City 1.3 EXI S,Delhi,2011,100000,Petrol,Manual,First,13.0,1343.0,90.0,5.0,3.5,Honda
Renault Duster 85PS Diesel RxL Optional,Jaipur,2014,75000,Diesel,Manual,First,20.4,1461.0,83.8,5.0,7.5,Renault
Mercedes-Benz New C-Class 220 CDI AT,Hyderabad,2012,86000,Diesel,Automatic,First,14.8,2143.0,170.0,5.0,19.0,Mercedes-Benz
BMW X5 xDrive 30d Design Pure Experience 5 Seater,Hyderabad,2015,69000,Diesel,Automatic,First,15.9,2993.0,258.0,5.0,54.0,BMW
Hyundai Xcent 1.2 Kappa SX Option,Kochi,2015,41721,Petrol,Manual,First,19.0,1197.0,82.0,5.0,4.7,Hyundai
Maruti Dzire AMT ZXI Plus,Hyderabad,2017,13000,Petrol,Automatic,First,22.0,1197.0,81.8,5.0,8.5,Maruti
BMW 3 Series 320d Corporate Edition,Kolkata,2013,38998,Diesel,Automatic,First,16.0,1995.0,181.0,4.0,17.0,BMW
Maruti Alto 800 LXI,Kochi,2017,54250,Petrol,Manual,First,22.7,796.0,47.3,5.0,3.51,Maruti
Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2013,45979,Diesel,Automatic,Second,17.1,1968.0,174.33,5.0,19.5,Audi
Mini Cooper S,Pune,2012,37000,Petrol,Automatic,Second,13.0,1598.0,181.0,4.0,17.0,Mini Cooper
Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2015,46983,Diesel,Automatic,Second,12.0,2967.0,241.4,7.0,43.35,Audi
Chevrolet Beat Diesel LT,Bangalore,2012,40700,Diesel,Manual,First,25.4,936.0,57.6,5.0,2.65,Chevrolet
Maruti Wagon R LXI BS IV,Kochi,2015,43828,Petrol,Manual,First,20.5,998.0,67.04,5.0,3.52,Maruti
Nissan Terrano XV Premium 110 PS,Kolkata,2016,53000,Diesel,Manual,First,19.0,1461.0,108.5,5.0,6.25,Nissan
BMW 3 Series 320d Luxury Plus,Ahmedabad,2015,100000,Diesel,Automatic,First,18.8,1995.0,184.0,5.0,24.75,BMW
Maruti Swift Dzire VXI,Mumbai,2015,19000,Petrol,Manual,First,20.8,1197.0,83.14,5.0,5.25,Maruti
Skoda Yeti Elegance 4X2,Jaipur,2016,84000,Diesel,Manual,First,17.7,1968.0,108.5,5.0,11.0,Skoda
Ford EcoSport 1.5 Ti VCT AT Titanium,Kochi,2018,37630,Petrol,Automatic,First,15.6,1499.0,110.4,5.0,9.1,Ford
Hyundai i20 1.2 Magna,Chennai,2010,67714,Petrol,Manual,First,18.0,1197.0,80.0,5.0,3.25,Hyundai
Maruti S Cross DDiS 200 Sigma Option,Pune,2017,32000,Diesel,Manual,First,15.0,1248.0,88.5,5.0,8.5,Maruti
Hyundai Verna Transform VTVT,Pune,2010,51000,Petrol,Manual,First,16.0,1599.0,103.2,5.0,3.1,Hyundai
BMW 3 Series 320d Luxury Line,Kochi,2015,58390,Diesel,Automatic,First,18.8,1995.0,184.0,5.0,19.86,BMW
Hyundai Grand i10 1.2 CRDi Magna,Kolkata,2017,14000,Diesel,Manual,First,24.0,1186.0,73.97,5.0,4.9,Hyundai
Honda City i-VTEC V,Delhi,2014,55818,Petrol,Manual,Second,17.0,1497.0,117.3,5.0,5.7,Honda
Maruti Swift 1.3 VXi,Chennai,2006,97800,Petrol,Manual,Third,16.0,1493.0,94.0,5.0,1.75,Maruti
Maruti Swift VDI BSIV,Kolkata,2012,52241,Diesel,Manual,First,25.0,1248.0,74.0,5.0,2.9,Maruti
Maruti Baleno Zeta 1.3,Coimbatore,2018,25433,Diesel,Manual,First,27.3,1248.0,74.0,5.0,7.83,Maruti
Tata Safari Storme 2012-2015 LX,Kochi,2015,40611,Diesel,Manual,First,14.0,2179.0,138.1,7.0,8.15,Tata
Hyundai Accent GLS,Bangalore,2008,72000,Petrol,Manual,Second,13.0,1495.0,94.0,5.0,2.0,Hyundai
Maruti Swift LDI SP Limited Edition,Hyderabad,2016,54631,Diesel,Manual,First,25.0,1248.0,74.0,5.0,6.25,Maruti
Maruti Swift VDI BSIV,Bangalore,2007,60000,Diesel,Manual,Second,17.0,1248.0,94.0,5.0,3.4,Maruti
Tata Nano XTA,Coimbatore,2016,24941,Petrol,Automatic,First,21.0,624.0,37.48,4.0,3.19,Tata
Maruti Ertiga VDI,Ahmedabad,2017,63939,Diesel,Manual,First,25.4,1248.0,88.5,7.0,7.75,Maruti
Maruti Celerio VXI AMT,Delhi,2014,35214,Petrol,Automatic,Second,23.0,998.0,67.04,5.0,3.2,Maruti
Maruti Swift VDI BSIV,Delhi,2015,63000,Diesel,Manual,First,25.0,1248.0,74.0,5.0,4.9,Maruti
Volkswagen Vento Petrol Highline,Kochi,2012,121377,Petrol,Manual,First,15.0,1598.0,103.6,5.0,3.8,Volkswagen
Volkswagen Jetta 2007-2011 1.9 Highline TDI,Chennai,2009,100970,Diesel,Automatic,First,15.0,1896.0,105.0,5.0,4.0,Volkswagen
Mini Cooper 5 DOOR D,Hyderabad,2014,60000,Diesel,Automatic,Second,20.0,1496.0,113.98,5.0,23.5,Mini Cooper
Tata Indica V2 DLS,Chennai,2008,77650,Diesel,Manual,First,17.0,1396.0,53.5,5.0,1.15,Tata
Hyundai Santro Xing XO,Hyderabad,2007,71297,Petrol,Manual,First,17.0,1086.0,94.0,5.0,2.2,Hyundai
Land Rover Range Rover 3.0 D,Mumbai,2008,55001,Diesel,Automatic,Second,0.0,1493.0,94.0,5.0,26.5,Land Rover
Honda City i-VTEC CVT VX,Bangalore,2015,18955,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,10.65,Honda
Jaguar XF 2.2 Litre Luxury,Coimbatore,2016,47877,Diesel,Automatic,First,16.3,2179.0,187.7,5.0,35.68,Jaguar
Mercedes-Benz E-Class 2015-2017 E250 Edition E,Kochi,2017,43368,Diesel,Automatic,First,15.0,2143.0,204.0,5.0,31.94,Mercedes-Benz
Chevrolet Cruze LTZ,Chennai,2011,73000,Diesel,Manual,Third,18.0,1991.0,147.9,5.0,4.2,Chevrolet
Mahindra XUV500 W8 2WD,Ahmedabad,2015,72007,Diesel,Manual,First,15.0,2179.0,140.0,7.0,9.9,Mahindra
Mercedes-Benz New C-Class C 200 CGI Avantgarde,Kochi,2014,56778,Petrol,Automatic,First,11.7,1796.0,186.0,5.0,15.46,Mercedes-Benz
Honda Jazz VX,Kochi,2018,20024,Petrol,Manual,First,18.0,1199.0,88.7,5.0,8.46,Honda
Toyota Etios G,Kolkata,2013,42103,Petrol,Manual,First,16.7,1496.0,88.73,5.0,3.25,Toyota
Maruti Alto LXi BSIII,Hyderabad,2012,67147,Petrol,Manual,First,19.0,796.0,46.3,5.0,2.6,Maruti
Maruti Swift VXI BSIV,Coimbatore,2016,37806,Petrol,Manual,First,20.0,1197.0,81.8,5.0,5.2,Maruti
Maruti A-Star Vxi,Pune,2009,85000,Petrol,Manual,Third,19.0,998.0,66.1,5.0,1.8,Maruti
Tata Nano Lx BSIV,Chennai,2011,35000,Petrol,Manual,First,25.0,624.0,37.48,4.0,1.6,Tata
Ford Figo Titanium Diesel,Kolkata,2015,72035,Diesel,Manual,First,25.0,1498.0,99.0,5.0,2.5,Ford
Fiat Linea Emotion,Jaipur,2011,48500,Petrol,Manual,First,16.0,1368.0,90.0,5.0,2.5,Fiat
Ford Figo Aspire 1.2 Ti-VCT Trend,Coimbatore,2017,28854,Petrol,Manual,First,18.1,1196.0,86.8,5.0,6.7,Ford
Maruti Baleno LXI,Hyderabad,2005,92450,Petrol,Manual,First,15.0,1590.0,94.0,5.0,1.2,Maruti
BMW 3 Series 320d Luxury Line,Coimbatore,2016,14351,Diesel,Automatic,First,18.8,1995.0,184.0,5.0,35.55,BMW
Chevrolet Cruze LTZ,Jaipur,2017,51087,Diesel,Manual,First,17.0,1998.0,163.7,5.0,7.75,Chevrolet
Mahindra Scorpio 2.6 DX,Chennai,2005,50000,Diesel,Manual,First,12.0,2609.0,116.6,8.0,1.94,Mahindra
Tata Indica V2 eLS,Hyderabad,2016,73000,Diesel,Manual,First,25.0,1396.0,69.0,5.0,2.2,Tata
Chevrolet Cruze LTZ AT,Ahmedabad,2011,60000,Diesel,Automatic,First,18.0,1991.0,147.9,4.0,3.8,Chevrolet
Toyota Innova 2.5 V Diesel 8-seater,Chennai,2016,50000,Diesel,Manual,First,12.0,2494.0,102.0,8.0,15.65,Toyota
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,36797,Diesel,Automatic,First,19.2,2143.0,167.62,5.0,39.47,Mercedes-Benz
Maruti Ritz VXi,Kolkata,2011,50000,Petrol,Manual,Second,18.0,1197.0,85.8,5.0,1.5,Maruti
Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,Ahmedabad,2013,94000,Diesel,Manual,First,12.0,2494.0,102.0,8.0,8.85,Toyota
Toyota Fortuner 4x4 MT,Bangalore,2013,74000,Diesel,Manual,Second,12.5,2982.0,168.5,7.0,17.9,Toyota
Hyundai i10 Sportz AT,Coimbatore,2014,41016,Petrol,Automatic,Second,16.9,1197.0,78.9,5.0,5.08,Hyundai
Hyundai Verna 1.6 SX,Bangalore,2012,67000,Diesel,Manual,First,22.3,1582.0,126.32,5.0,6.25,Hyundai
Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Bangalore,2015,76927,Diesel,Automatic,First,15.7,1968.0,174.33,5.0,22.75,Audi
Chevrolet Beat LS,Kolkata,2010,17088,Petrol,Manual,First,18.0,1199.0,79.4,5.0,1.46,Chevrolet
Ford Fiesta 1.4 Duratorq ZXI,Pune,2007,112808,Diesel,Manual,Second,17.0,1399.0,68.0,5.0,2.05,Ford
Ford Figo Diesel EXI,Coimbatore,2014,74980,Diesel,Manual,First,20.0,1399.0,68.0,5.0,4.08,Ford
Maruti Celerio VXI AT,Hyderabad,2014,44600,Petrol,Automatic,First,23.0,998.0,67.04,5.0,4.55,Maruti
Mercedes-Benz A Class A180 CDI,Mumbai,2013,37000,Diesel,Automatic,First,20.0,2143.0,107.3,5.0,14.0,Mercedes-Benz
Hyundai Creta 1.6 SX,Ahmedabad,2016,21000,Petrol,Manual,First,15.0,1591.0,121.3,5.0,10.9,Hyundai
Maruti Wagon R VXI BS IV,Bangalore,2010,81245,Petrol,Manual,First,18.0,998.0,67.1,5.0,2.45,Maruti
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Delhi,2013,70000,Diesel,Automatic,First,10.0,2148.0,170.0,5.0,15.8,Mercedes-Benz
Ford EcoSport 1.5 Ti VCT MT Titanium BE,Mumbai,2017,4018,Petrol,Manual,First,18.8,1499.0,110.4,5.0,8.25,Ford
Renault Koleos 2.0 Diesel,Delhi,2013,70000,Diesel,Automatic,Second,13.7,1995.0,148.0,5.0,8.5,Renault
Mahindra XUV500 W10 2WD,Coimbatore,2016,56532,Diesel,Manual,First,16.0,2179.0,140.0,7.0,15.54,Mahindra
Maruti Omni E 8 Str STD,Hyderabad,2013,26875,Petrol,Manual,First,16.0,796.0,34.2,8.0,2.35,Maruti
Maruti Wagon R VXI,Coimbatore,2015,72599,Petrol,Manual,First,22.0,998.0,67.04,5.0,4.32,Maruti
Ford Endeavour XLT TDCi 4X2,Jaipur,2008,205000,Diesel,Manual,Second,13.0,2499.0,141.0,7.0,3.9,Ford
Hyundai Verna 1.6 SX,Hyderabad,2011,98000,Diesel,Manual,Second,22.3,1582.0,126.32,5.0,5.2,Hyundai
Hyundai i20 Magna 1.2,Mumbai,2018,19500,Petrol,Manual,First,18.0,1197.0,81.83,5.0,5.85,Hyundai
Maruti Ertiga ZXI,Bangalore,2013,68000,Petrol,Manual,Second,16.0,1373.0,93.7,7.0,6.25,Maruti
Mahindra XUV500 W9 AT,Coimbatore,2019,19654,Diesel,Automatic,First,14.0,2179.0,155.0,7.0,17.63,Mahindra
Maruti SX4 S Cross DDiS 200 Zeta,Mumbai,2017,26000,Diesel,Manual,First,23.6,1248.0,88.5,5.0,9.75,Maruti
Mercedes-Benz SLK-Class SLK 350,Bangalore,2015,10000,Petrol,Automatic,First,18.0,3498.0,306.0,2.0,55.0,Mercedes-Benz
Volkswagen Polo Diesel Comfortline 1.2L,Hyderabad,2011,75020,Diesel,Manual,First,22.0,1199.0,73.9,5.0,4.1,Volkswagen
Toyota Fortuner 4x4 MT,Hyderabad,2011,157000,Diesel,Manual,First,12.5,2982.0,168.5,7.0,11.99,Toyota
Mahindra XUV500 W10 2WD,Kochi,2017,43773,Diesel,Manual,First,16.0,2179.0,140.0,7.0,13.54,Mahindra
Mercedes-Benz GLE 250d,Mumbai,2016,21000,Diesel,Automatic,First,17.0,2143.0,201.15,5.0,56.0,Mercedes-Benz
Honda Jazz 1.2 VX i VTEC,Chennai,2016,23280,Petrol,Manual,First,18.0,1199.0,88.7,5.0,6.5,Honda
Maruti Swift Dzire VDI,Pune,2013,88000,Diesel,Manual,First,23.0,1248.0,74.0,5.0,4.75,Maruti
Hyundai Verna 1.6 SX VTVT,Hyderabad,2014,67000,Petrol,Manual,First,17.0,1591.0,121.3,5.0,5.6,Hyundai
Ford Endeavour 3.2 Titanium AT 4X4,Coimbatore,2017,59636,Diesel,Automatic,First,10.9,3198.0,197.0,7.0,29.2,Ford
Hyundai i20 1.2 Asta Option,Kolkata,2018,11000,Petrol,Manual,First,18.0,1197.0,81.83,5.0,6.35,Hyundai
Honda City 1.5 V MT Sunroof,Mumbai,2013,60669,Petrol,Manual,First,16.0,1497.0,116.3,5.0,4.95,Honda
Honda Amaze VX Diesel,Hyderabad,2018,12000,Diesel,Manual,First,27.0,1498.0,98.6,5.0,8.5,Honda
Hyundai Verna 1.6 SX VTVT (O),Kolkata,2013,35000,Petrol,Manual,First,17.0,1591.0,121.3,5.0,4.5,Hyundai
Honda Mobilio S i DTEC,Chennai,2015,65000,Diesel,Manual,First,24.0,1498.0,98.6,7.0,5.5,Honda
Maruti Ertiga ZDI,Kochi,2013,39929,Diesel,Manual,First,20.7,1248.0,88.8,7.0,6.56,Maruti
Maruti Alto K10 LXI,Pune,2014,49000,Petrol,Manual,First,24.0,998.0,67.1,5.0,2.3,Maruti
Toyota Qualis FS B2,Pune,2004,77757,Diesel,Manual,Second,13.0,2446.0,75.0,10.0,3.5,Toyota
Hyundai i10 Sportz,Kochi,2016,21456,Petrol,Manual,First,20.3,1197.0,78.9,5.0,4.55,Hyundai
Skoda Laura 1.9 TDI AT Ambiente,Bangalore,2009,74000,Diesel,Automatic,Second,17.0,1896.0,105.0,5.0,7.75,Skoda
Hyundai i20 Asta Option 1.2,Mumbai,2015,37000,Petrol,Manual,Second,18.0,1197.0,81.83,5.0,5.25,Hyundai
BMW 5 Series 2003-2012 530d Highline,Coimbatore,2013,108640,Diesel,Automatic,First,11.0,2993.0,235.0,5.0,23.29,BMW
BMW 3 Series 320d M Sport,Mumbai,2016,38000,Diesel,Automatic,First,22.6,1995.0,190.0,5.0,23.99,BMW
Chevrolet Aveo 1.4 LT ABS BSIV,Pune,2010,80000,Petrol,Manual,First,14.4,1399.0,92.7,5.0,1.79,Chevrolet
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Mumbai,2011,47000,Diesel,Automatic,Second,14.2,2143.0,203.0,5.0,13.9,Mercedes-Benz
Audi A6 2011-2015 2.0 TDI Premium Plus,Kolkata,2013,31000,Diesel,Automatic,First,17.6,1968.0,174.33,5.0,18.95,Audi
Maruti Wagon R LXI BS IV,Kolkata,2014,40000,Petrol,Manual,First,20.5,998.0,67.04,5.0,2.49,Maruti
Renault KWID RXT,Jaipur,2016,4152,Petrol,Manual,First,25.1,799.0,53.3,5.0,3.15,Renault
Volkswagen Ameo 1.5 TDI Highline,Mumbai,2017,51000,Diesel,Manual,First,21.6,1498.0,108.62,5.0,6.45,Volkswagen
Volkswagen Polo Diesel Comfortline 1.2L,Ahmedabad,2013,55000,Diesel,Manual,First,22.0,1199.0,73.9,5.0,4.25,Volkswagen
Maruti Alto 800 LXI,Hyderabad,2014,58500,Petrol,Manual,First,22.7,796.0,47.3,5.0,2.75,Maruti
Hyundai i20 Asta Option 1.2,Kochi,2017,58620,Petrol,Manual,First,18.0,1197.0,81.83,5.0,7.14,Hyundai
Toyota Etios Liva G,Mumbai,2012,29605,Petrol,Manual,First,18.0,1197.0,94.0,5.0,2.44,Toyota
Hyundai i20 1.2 Sportz,Jaipur,2012,71172,Petrol,Manual,Third,17.0,1197.0,80.0,5.0,3.5,Hyundai
Hyundai i20 1.4 Asta,Chennai,2017,12000,Diesel,Manual,First,22.5,1396.0,88.73,5.0,7.3,Hyundai
Maruti Wagon R LXI Optional,Kolkata,2014,25000,Petrol,Manual,First,20.5,998.0,67.04,5.0,2.75,Maruti
Hyundai i20 1.4 Asta Option,Bangalore,2017,43000,Diesel,Manual,Second,22.5,1396.0,88.73,5.0,8.2,Hyundai
Volkswagen Polo GT TSI,Mumbai,2015,57022,Petrol,Automatic,First,17.2,1197.0,103.6,5.0,6.51,Volkswagen
Ford Figo Diesel Titanium,Pune,2015,92000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,4.25,Ford
Maruti Swift ZXI,Coimbatore,2014,33372,Petrol,Manual,Second,18.0,1197.0,85.8,5.0,6.21,Maruti
Hyundai Grand i10 CRDi Magna,Kochi,2016,52625,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.58,Hyundai
Mahindra Xylo H4,Chennai,2016,215000,Diesel,Manual,First,14.0,2179.0,118.3,7.0,7.5,Mahindra
Maruti Alto Green LXi (CNG),Delhi,2012,65537,CNG,Manual,First,37.562,796.0,38.4,5.0,2.1,Maruti
Hyundai i10 Magna 1.1,Coimbatore,2014,60138,Petrol,Manual,First,19.8,1086.0,68.05,5.0,4.09,Hyundai
Skoda Octavia Elegance 2.0 TDI AT,Mumbai,2014,84000,Diesel,Automatic,First,19.0,1968.0,141.0,5.0,10.75,Skoda
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Mumbai,2014,47000,Diesel,Automatic,First,15.9,2993.0,258.0,7.0,41.5,BMW
Maruti Celerio VXI AT,Hyderabad,2014,33450,Petrol,Automatic,First,23.0,998.0,67.04,5.0,4.4,Maruti
Volkswagen Vento Diesel Comfortline,Jaipur,2013,125000,Diesel,Manual,Second,20.5,1598.0,103.6,5.0,6.25,Volkswagen
BMW 3 Series 320d Highline,Pune,2011,99606,Diesel,Automatic,Second,16.0,1995.0,181.0,5.0,10.5,BMW
Maruti Ertiga ZDI,Mumbai,2014,64000,Diesel,Manual,First,20.7,1248.0,88.8,7.0,7.25,Maruti
Ford Figo Diesel ZXI,Hyderabad,2013,51000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,3.2,Ford
Volkswagen Polo 1.2 MPI Highline,Mumbai,2014,57000,Petrol,Manual,First,16.4,1198.0,74.0,5.0,3.95,Volkswagen
Audi A6 3.0 TDI quattro,Coimbatore,2009,48040,Diesel,Automatic,Second,16.7,2967.0,241.38,5.0,12.07,Audi
Toyota Innova Crysta 2.4 ZX MT,Pune,2017,43200,Diesel,Manual,First,13.6,2393.0,147.8,7.0,18.6,Toyota
Hyundai Verna 1.6 CRDi EX AT,Delhi,2013,66000,Diesel,Automatic,First,22.3,1582.0,126.3,5.0,5.7,Hyundai
Hyundai Santro Xing GL Plus,Kolkata,2013,31000,Petrol,Manual,First,17.9,1086.0,62.1,5.0,1.75,Hyundai
Audi A4 2.0 TDI,Delhi,2011,46000,Diesel,Automatic,Second,16.5,1968.0,147.51,5.0,10.99,Audi
Audi A4 2.0 TDI,Kolkata,2012,47346,Diesel,Automatic,First,16.5,1968.0,147.51,5.0,14.5,Audi
Skoda Laura 1.9 TDI MT Ambiente,Jaipur,2009,100000,Diesel,Manual,First,17.0,1896.0,105.0,5.0,3.11,Skoda
Honda CR-V 2.0L 2WD AT,Coimbatore,2015,63856,Petrol,Automatic,First,13.0,1997.0,153.86,5.0,13.96,Honda
Hyundai Verna 1.6 SX CRDi (O),Coimbatore,2015,72996,Diesel,Manual,First,22.3,1582.0,126.32,5.0,7.11,Hyundai
Honda Mobilio RS i DTEC,Chennai,2014,23000,Diesel,Manual,First,24.0,1498.0,98.6,7.0,6.9,Honda
Hyundai i20 1.2 Asta Option,Coimbatore,2018,15985,Petrol,Manual,First,18.0,1197.0,81.83,5.0,7.77,Hyundai
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Kolkata,2011,98000,Diesel,Manual,Second,12.0,2494.0,102.0,8.0,5.5,Toyota
Hyundai i20 Magna 1.2,Hyderabad,2014,70089,Petrol,Manual,First,18.0,1197.0,81.83,5.0,5.35,Hyundai
Mahindra Bolero VLX BS IV,Chennai,2011,99000,Diesel,Manual,Second,13.0,2523.0,63.0,7.0,4.5,Mahindra
Volkswagen Vento 1.5 TDI Comfortline,Jaipur,2014,72000,Diesel,Manual,First,20.3,1498.0,103.2,5.0,4.75,Volkswagen
Jaguar XF 2.2 Litre Luxury,Coimbatore,2015,44194,Diesel,Automatic,First,16.3,2179.0,187.7,5.0,32.8,Jaguar
Maruti Zen LXi - BS III,Mumbai,2005,102000,Petrol,Manual,First,17.0,993.0,60.0,5.0,0.7,Maruti
Mercedes-Benz E-Class Facelift,Coimbatore,2018,56652,Diesel,Automatic,First,13.0,2987.0,258.0,5.0,50.29,Mercedes-Benz
Toyota Fortuner 3.0 Diesel,Mumbai,2010,41650,Diesel,Manual,Second,11.0,2982.0,171.0,7.0,10.99,Toyota
Hyundai Grand i10 AT Asta,Coimbatore,2015,61717,Petrol,Automatic,First,18.0,1197.0,82.0,5.0,5.57,Hyundai
Hyundai Xcent 1.2 CRDi S,Jaipur,2018,25302,Diesel,Manual,First,25.0,1186.0,73.97,5.0,5.9,Hyundai
Hyundai Creta 1.6 VTVT S,Coimbatore,2016,47016,Petrol,Manual,First,15.2,1591.0,121.3,5.0,9.43,Hyundai
Hyundai i10 Sportz,Bangalore,2010,69000,Petrol,Manual,First,20.3,1197.0,78.9,5.0,2.9,Hyundai
Honda Brio S MT,Delhi,2016,32700,Petrol,Manual,First,19.0,1198.0,86.8,5.0,3.68,Honda
Toyota Fortuner 4x2 AT,Coimbatore,2015,101337,Diesel,Automatic,First,12.5,2982.0,168.5,7.0,21.67,Toyota
Audi A4 2.0 TDI Multitronic,Ahmedabad,2011,59000,Diesel,Automatic,First,16.5,1968.0,140.0,5.0,12.5,Audi
Toyota Innova Crysta 2.8 ZX AT,Kochi,2018,41736,Diesel,Automatic,First,11.3,2755.0,171.5,7.0,19.92,Toyota
Honda City i DTEC VX,Jaipur,2014,71649,Diesel,Manual,First,25.0,1498.0,98.6,5.0,6.75,Honda
Honda City i DTEC VX,Kochi,2015,80606,Diesel,Manual,First,25.0,1498.0,98.6,5.0,6.96,Honda
Renault KWID 1.0 RXT Optional,Jaipur,2017,63262,Petrol,Manual,First,21.0,999.0,67.0,5.0,3.25,Renault
Maruti Swift DDiS ZDI Plus,Hyderabad,2018,5456,Diesel,Manual,First,28.0,1248.0,74.0,5.0,8.65,Maruti
Maruti Celerio VXI Optional AMT,Pune,2017,7500,Petrol,Automatic,First,23.0,998.0,67.04,5.0,5.0,Maruti
Mahindra XUV500 W8 2WD,Delhi,2011,66000,Diesel,Manual,First,15.0,2179.0,140.0,7.0,5.5,Mahindra
Hyundai i10 Magna,Jaipur,2010,66770,Petrol,Manual,Second,20.3,1197.0,78.9,5.0,2.6,Hyundai
Hyundai i10 Magna 1.1,Kochi,2014,58472,Petrol,Manual,First,19.8,1086.0,68.05,5.0,3.41,Hyundai
Maruti Dzire VXI,Kolkata,2011,46687,Petrol,Manual,First,22.0,1197.0,81.8,5.0,2.7,Maruti
Maruti Grand Vitara AT,Chennai,2008,77000,Petrol,Automatic,Fourth & Above,9.0,1995.0,163.5,5.0,5.5,Maruti
Audi TT 40 TFSI,Kolkata,2012,7000,Petrol,Automatic,First,14.3,1984.0,226.6,4.0,35.0,Audi
Mercedes-Benz New C-Class C 200 CGI,Mumbai,2011,48000,Petrol,Automatic,Second,14.7,1991.0,184.0,5.0,9.75,Mercedes-Benz
Nissan Sunny 2011-2014 Diesel XV,Mumbai,2013,47000,Diesel,Manual,First,21.6,1461.0,84.8,5.0,4.25,Nissan
Maruti Wagon R LXI,Ahmedabad,2015,51530,Petrol,Manual,First,18.0,998.0,67.1,5.0,3.2,Maruti
Maruti Swift Dzire ZDI,Bangalore,2014,25789,Diesel,Manual,Second,23.0,1248.0,74.0,5.0,6.85,Maruti
Honda Amaze S i-Dtech,Delhi,2015,48000,Diesel,Manual,First,25.0,1498.0,98.6,5.0,4.5,Honda
Maruti Swift ZDI,Delhi,2012,52000,Diesel,Manual,First,28.0,1248.0,74.0,5.0,3.55,Maruti
Hyundai Accent Executive CNG,Hyderabad,2010,95637,CNG,Manual,Second,18.479999999999997,1495.0,93.7,5.0,1.9,Hyundai
Mahindra Scorpio LX 2.6 Turbo,Hyderabad,2008,131000,Diesel,Manual,First,10.0,2609.0,120.0,7.0,3.6,Mahindra
Mercedes-Benz E-Class E250 CDI Avantgrade,Kochi,2015,42076,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,21.8,Mercedes-Benz
Toyota Fortuner 4x2 Manual,Mumbai,2012,76000,Diesel,Manual,Second,13.0,2982.0,168.5,7.0,13.5,Toyota
Datsun redi-GO T Option,Bangalore,2016,20487,Petrol,Manual,First,22.0,799.0,53.64,5.0,2.66,Datsun
Honda City V MT,Delhi,2010,43000,Petrol,Manual,Second,16.0,1497.0,116.3,5.0,3.75,Honda
Toyota Camry Hybrid,Pune,2018,17000,Petrol,Automatic,First,19.1,2494.0,158.2,5.0,32.0,Toyota
Honda City i DTec V,Coimbatore,2016,60805,Diesel,Manual,First,26.0,1498.0,98.6,5.0,8.07,Honda
Volkswagen Jetta 2012-2014 2.0L TDI Trendline,Kochi,2012,58775,Diesel,Manual,First,19.3,1968.0,138.1,5.0,5.64,Volkswagen
Audi A6 2011-2015 2.0 TDI,Hyderabad,2013,70181,Diesel,Automatic,First,17.6,1968.0,174.33,5.0,23.99,Audi
Maruti Ertiga VDI,Coimbatore,2016,85827,Diesel,Manual,First,20.7,1248.0,88.76,7.0,7.5,Maruti
Mercedes-Benz New C-Class C 220 CDI Style,Jaipur,2016,58205,Diesel,Automatic,First,19.2,2143.0,167.62,5.0,27.0,Mercedes-Benz
Maruti Swift Dzire Vdi BSIV,Mumbai,2008,91000,Diesel,Manual,Second,19.0,1248.0,73.9,5.0,2.85,Maruti
Renault Duster 110PS Diesel RxZ Pack,Pune,2012,74000,Diesel,Manual,First,19.0,1461.0,108.45,5.0,6.35,Renault
Maruti Ritz VDi,Hyderabad,2010,79324,Diesel,Manual,First,21.0,1248.0,73.9,5.0,3.3,Maruti
Maruti Swift Dzire VXI,Bangalore,2013,38623,Petrol,Manual,First,19.0,1197.0,85.8,5.0,5.0,Maruti
Maruti Swift ZDi,Coimbatore,2014,59923,Diesel,Manual,First,22.0,1248.0,74.0,5.0,6.46,Maruti
Hyundai EON Sportz,Jaipur,2017,23360,Petrol,Manual,First,21.0,814.0,55.2,5.0,3.75,Hyundai
Maruti Zen VXI BSII,Kochi,2003,61495,Petrol,Manual,Third,17.0,993.0,60.0,5.0,1.52,Maruti
Maruti Eeco 7 Seater Standard,Coimbatore,2012,56661,Petrol,Manual,First,15.0,1196.0,73.0,7.0,3.61,Maruti
Audi Q5 30 TDI quattro Premium,Coimbatore,2017,40318,Diesel,Automatic,First,14.1,1968.0,174.3,5.0,43.74,Audi
Audi Q3 2.0 TDI,Chennai,2014,60000,Diesel,Automatic,First,15.7,1968.0,174.33,5.0,20.0,Audi
